TOTAL_MATCHES=1472 FILES_SCANNED=626
rel_path:line [pattern] class::func | code
mercury_ai/operations/m5_incremental/rolling_queue.py: 101 [datetime.fromisoformat] RollingQueue::build | dec_dt = datetime.fromisoformat(state.decision_candle_timestamp.replace("Z", "+00:00"))
mercury_ai/operations/m5_incremental/rolling_queue.py: 103 [timezone              ] RollingQueue::build | dec_dt = dec_dt.replace(tzinfo=timezone.utc)
mercury_ai/operations/m5_incremental/rolling_queue.py: 106 [timezone              ] RollingQueue::build | latest_f = floor_m5(latest) if latest.tzinfo else floor_m5(latest.replace(tzinfo=timezone.utc))
mercury_ai/operations/m5_incremental/temporal.py:  12 [timezone              ] -::- | from datetime import datetime, timezone, timedelta
mercury_ai/operations/m5_incremental/temporal.py:  18 [timezone              ] -::_ensure_utc | """Garante datetime timezone-aware UTC. Naive -> assume UTC."""
mercury_ai/operations/m5_incremental/temporal.py:  20 [timezone              ] -::_ensure_utc | return dt.replace(tzinfo=timezone.utc)
mercury_ai/operations/m5_incremental/temporal.py:  21 [timezone              ] -::_ensure_utc | return dt.astimezone(timezone.utc)
mercury_ai/operations/m5_incremental/temporal.py:  47 [timedelta             ] -::ceil_m5 | return floored + timedelta(minutes=5)
mercury_ai/operations/m5_incremental/temporal.py:  49 [timedelta             ] -::ceil_m5 | return floored + timedelta(minutes=5)
mercury_ai/operations/m5_incremental/temporal.py:  70 [datetime.now          ] -::expected_latest_candle_open | now = datetime.now(timezone.utc)
mercury_ai/operations/m5_incremental/temporal.py:  77 [timedelta             ] -::expected_latest_candle_open | return floored - timedelta(minutes=5)
mercury_ai/operations/m5_incremental/temporal.py: 106 [datetime.now          ] -::current_candle | now = datetime.now(timezone.utc)
mercury_ai/operations/m5_incremental/temporal.py: 113 [datetime.now          ] -::previous_candle | now = datetime.now(timezone.utc)
mercury_ai/operations/m5_incremental/temporal.py: 114 [timedelta             ] -::previous_candle | return floor_m5(now) - timedelta(minutes=5)
mercury_ai/operations/m5_incremental/temporal.py: 120 [datetime.now          ] -::next_candle | now = datetime.now(timezone.utc)
mercury_ai/operations/m5_incremental/temporal.py: 135 [pd.Timestamp          ] -::decision_candle_timestamp_from_df | if isinstance(ts, pd.Timestamp):
mercury_ai/operations/m5_incremental/temporal.py: 142 [pd.to_datetime        ] -::decision_candle_timestamp_from_df | return _ensure_utc(pd.to_datetime(ts).to_pydatetime())
mercury_ai/operations/m5_incremental/temporal.py: 152 [datetime.now          ] -::decision_age_seconds | now = datetime.now(timezone.utc)
mercury_ai/operations/m5_incremental/temporal.py: 166 [datetime.now          ] -::candle_age_seconds | now = datetime.now(timezone.utc)
mercury_ai/operations/m5_operational/clock.py:   1 [sleep(                ] -::- | """M5 Clock / Cycle Scheduler — alinhado ao candle M5, não sleep() acumulativo."""
mercury_ai/operations/m5_operational/clock.py:   4 [import time           ] -::- | import time
mercury_ai/operations/m5_operational/clock.py:   8 [timezone              ] -::- | from datetime import datetime, timezone, timedelta
mercury_ai/operations/m5_operational/clock.py:  33 [datetime.now          ] M5Clock::_next_boundary | now = datetime.now(timezone.utc)
mercury_ai/operations/m5_operational/clock.py:  46 [datetime.now          ] M5Clock::_loop | now = datetime.now(timezone.utc)
mercury_ai/operations/m5_operational/clock.py:  54 [time.sleep            ] M5Clock::_loop | time.sleep(chunk)
mercury_ai/operations/m5_operational/clock.py:  62 [isoformat             ] M5Clock::_loop | logger.info("[M5Clock] triggering cycle %s target=%s", cycle_id, target.isoformat())
mercury_ai/operations/m5_operational/clock.py:  79 [clock var             ] M5Clock::start | self._thread = threading.Thread(target=_loop, name="m5-clock", daemon=True)
mercury_ai/operations/m5_operational/clock.py: 103 [datetime.now          ] M5Clock::run_cycles_blocking | target_start = floor_m5(datetime.now(timezone.utc))
mercury_ai/operations/m5_operational/clock.py: 115 [timedelta             ] M5Clock::run_cycles_blocking | cur = cur + timedelta(minutes=5)
mercury_ai/operations/m5_operational/runner.py:  17 [import time           ] -::- | import time
mercury_ai/operations/m5_operational/runner.py:  25 [timezone              ] -::- | from datetime import datetime, timezone
mercury_ai/operations/m5_operational/runner.py:  42 [time.perf_counter     ] -::_analyze_one_isolated | t0 = time.perf_counter()
mercury_ai/operations/m5_operational/runner.py:  63 [time.perf_counter     ] -::_analyze_one_isolated | wall_ms = (time.perf_counter() - t0) * 1000
mercury_ai/operations/m5_operational/runner.py: 110 [timezone              ] -::_analyze_one_isolated | from datetime import datetime as _dt, timezone as _tz
mercury_ai/operations/m5_operational/runner.py: 187 [time.perf_counter     ] -::_analyze_one_isolated | "wall_ms": round((time.perf_counter() - t0) * 1000, 1),
mercury_ai/operations/m5_operational/runner.py: 225 [datetime.now          ] M5OperationalRunner::_next_target_candle | now = datetime.now(timezone.utc)
mercury_ai/operations/m5_operational/runner.py: 284 [isoformat             ] M5OperationalRunner::run_cycle | "target_candle": (target_candle or self._next_target_candle()).isoformat(),
mercury_ai/operations/m5_operational/runner.py: 293 [time.perf_counter     ] M5OperationalRunner::run_cycle | cycle_start_wall = time.perf_counter()
mercury_ai/operations/m5_operational/runner.py: 294 [datetime.now          ] M5OperationalRunner::run_cycle | cycle_start_iso = datetime.now(timezone.utc).isoformat()
mercury_ai/operations/m5_operational/runner.py: 295 [isoformat             ] M5OperationalRunner::run_cycle | target_iso = target_candle.isoformat()
mercury_ai/operations/m5_operational/runner.py: 382 [time.perf_counter     ] M5OperationalRunner::_refresh_deadlines | now_t = time.perf_counter()
mercury_ai/operations/m5_operational/runner.py: 403 [time.perf_counter     ] M5OperationalRunner::run_cycle | now_wall = time.perf_counter()
mercury_ai/operations/m5_operational/runner.py: 431 [time.perf_counter     ] M5OperationalRunner::run_cycle | now2 = time.perf_counter()
mercury_ai/operations/m5_operational/runner.py: 457 [time.perf_counter     ] M5OperationalRunner::run_cycle | elapsed_ms = (time.perf_counter() - cycle_start_wall) * 1000
mercury_ai/operations/m5_operational/runner.py: 637 [time.perf_counter     ] M5OperationalRunner::run_cycle | if time.perf_counter() > deadline_wall:
mercury_ai/operations/m5_operational/runner.py: 647 [time.perf_counter     ] M5OperationalRunner::run_cycle | wall_ms = (time.perf_counter() - cycle_start_wall) * 1000
mercury_ai/operations/m5_operational/runner.py: 686 [datetime.now          ] M5OperationalRunner::run_cycle | "cycle_end": datetime.now(timezone.utc).isoformat(),
mercury_ai/operations/m5_operational/watchdog.py:   4 [import time           ] -::- | import time
mercury_ai/operations/m5_operational/watchdog.py:  42 [time.monotonic        ] CycleWatchdog::__init__ | self._last_progress_t = time.monotonic()
mercury_ai/operations/m5_operational/watchdog.py:  43 [time.monotonic        ] CycleWatchdog::__init__ | self._start_t = time.monotonic()
mercury_ai/operations/m5_operational/watchdog.py:  57 [time.monotonic        ] CycleWatchdog::notify_progress | self._last_progress_t = time.monotonic()
mercury_ai/operations/m5_operational/watchdog.py:  62 [time.monotonic        ] CycleWatchdog::_loop | now = time.monotonic()
mercury_ai/operations/m5_operational/watchdog.py:  87 [time.monotonic        ] CycleWatchdog::start | self._start_t = time.monotonic()
mercury_ai/operations/m5_sprint6/alerts.py:   7 [timezone              ] -::- | from datetime import datetime, timezone
mercury_ai/operations/m5_sprint6/alerts.py:  44 [datetime.now          ] AlertSink::emit | timestamp=datetime.now(timezone.utc).isoformat(),
mercury_ai/operations/m5_sprint6/deadline.py:  32 [timezone              ] -::- | from datetime import datetime, timezone, timedelta
mercury_ai/operations/m5_sprint6/deadline.py:  48 [timedelta             ] -::next_candle_start_for | return floor_m5(_ensure_utc(target_candle)) + timedelta(minutes=5)
mercury_ai/operations/m5_sprint6/live_session.py:  14 [timezone              ] -::- | from datetime import datetime, timezone, timedelta
mercury_ai/operations/m5_sprint6/live_session.py:  19 [clock var             ] -::- | from mercury_ai.operations.m5_operational.clock import M5Clock
mercury_ai/operations/m5_sprint6/live_session.py:  38 [datetime.fromisoformat] -::_parse_cycle_wall | base = datetime.fromisoformat(str(cs).replace("Z", "+00:00"))
mercury_ai/operations/m5_sprint6/live_session.py:  42 [timedelta             ] -::_parse_cycle_wall | return base + timedelta(milliseconds=float(ms))
mercury_ai/operations/m5_sprint6/live_session.py:  46 [datetime.fromisoformat] -::_parse_cycle_wall | return datetime.fromisoformat(str(ce).replace("Z", "+00:00"))
mercury_ai/operations/m5_sprint6/live_session.py: 108 [datetime.now          ] LiveSession::run | self.start_wall = datetime.now(timezone.utc).isoformat()
mercury_ai/operations/m5_sprint6/live_session.py: 112 [clock var             ] LiveSession::run | # target_candle incremental de 5m e no-overlap garantido. Prova live clock
mercury_ai/operations/m5_sprint6/live_session.py: 114 [datetime.now          ] LiveSession::run | target_start = floor_m5(datetime.now(timezone.utc))
mercury_ai/operations/m5_sprint6/live_session.py: 125 [datetime.fromisoformat] LiveSession::run | target_dt = datetime.fromisoformat(str(target_iso).replace("Z", "+00:00"))
mercury_ai/operations/m5_sprint6/live_session.py: 127 [datetime.now          ] LiveSession::run | target_dt = floor_m5(datetime.now(timezone.utc))
mercury_ai/operations/m5_sprint6/live_session.py: 132 [datetime.fromisoformat] LiveSession::run | cs_dt = datetime.fromisoformat(str(r.get("cycle_start")).replace("Z", "+00:00"))
mercury_ai/operations/m5_sprint6/live_session.py: 134 [datetime.now          ] LiveSession::run | cs_dt = datetime.now(timezone.utc)
mercury_ai/operations/m5_sprint6/live_session.py: 136 [datetime.fromisoformat] LiveSession::run | ce_dt = datetime.fromisoformat(str(r.get("cycle_end")).replace("Z", "+00:00")) if r.get("cycle_end") else None
mercury_ai/operations/m5_sprint6/live_session.py: 145 [timedelta             ] LiveSession::run | decision_ready_dt = cs_dt + timedelta(milliseconds=float(first_fresh_ms))
mercury_ai/operations/m5_sprint6/live_session.py: 182 [isoformat             ] LiveSession::run | enriched_cycle["target_candle_close"] = tcc.isoformat()
mercury_ai/operations/m5_sprint6/live_session.py: 185 [timedelta             ] LiveSession::run | enriched_cycle["first_fresh_decision"] = (cs_dt + timedelta(milliseconds=float(first_fresh_ms))).isoformat() if first_fresh_ms is not None else None
mercury_ai/operations/m5_sprint6/live_session.py: 186 [timedelta             ] LiveSession::run | enriched_cycle["first_top3"] = (cs_dt + timedelta(milliseconds=float(first_top3_ms))).isoformat() if first_top3_ms is not None else None
mercury_ai/operations/m5_sprint6/live_session.py: 187 [isoformat             ] LiveSession::run | enriched_cycle["decision_ready"] = decision_ready_dt.isoformat() if decision_ready_dt else None
mercury_ai/operations/m5_sprint6/live_session.py: 188 [isoformat             ] LiveSession::run | enriched_cycle["next_candle_start"] = ncs.isoformat()
mercury_ai/operations/m5_sprint6/live_session.py: 192 [isoformat             ] LiveSession::run | enriched_cycle["cycle_complete"] = ce_dt.isoformat() if ce_dt else None
mercury_ai/operations/m5_sprint6/live_session.py: 201 [isoformat             ] LiveSession::run | "target_candle_close": tcc.isoformat(),
mercury_ai/operations/m5_sprint6/live_session.py: 202 [isoformat             ] LiveSession::run | "next_candle_start": ncs.isoformat(),
mercury_ai/operations/m5_sprint6/live_session.py: 203 [isoformat             ] LiveSession::run | "decision_ready": decision_ready_dt.isoformat() if decision_ready_dt else None,
mercury_ai/operations/m5_sprint6/live_session.py: 211 [datetime.now          ] LiveSession::run | self.end_wall = datetime.now(timezone.utc).isoformat()
mercury_ai/operations/m5_sprint6/live_session.py: 222 [datetime.fromisoformat] LiveSession::run | datetime.fromisoformat(str(r["target_candle"]).replace("Z","+00:00")),
mercury_ai/operations/m5_sprint6/live_session.py: 223 [datetime.fromisoformat] LiveSession::run | (datetime.fromisoformat(str(r["cycle_start"]).replace("Z","+00:00")) + timedelta(milliseconds=float(r["first_fresh_decision_ms"]))) if r.get("first_fresh_decision_ms") is not None else None
mercury_ai/operations/m5_sprint6/live_session.py: 238 [datetime.fromisoformat] LiveSession::run | pt = datetime.fromisoformat(str(prev["target_candle"]).replace("Z","+00:00"))
mercury_ai/operations/m5_sprint6/live_session.py: 239 [datetime.fromisoformat] LiveSession::run | ct2 = datetime.fromisoformat(str(cur["target_candle"]).replace("Z","+00:00"))
mercury_ai/operations/m5_sprint61/__init__.py:   1 [clock var             ] -::- | """M5 Sprint 6.1 — LIVE CLOCK INTEGRITY / REAL-TIME CERTIFICATION."""
mercury_ai/operations/m5_sprint61/live_clock_integrity.py:  26 [timezone              ] -::- | from datetime import datetime, timezone, timedelta
mercury_ai/operations/m5_sprint61/live_clock_integrity.py:  83 [isoformat             ] -::_iso | return _ensure_utc(dt).isoformat()
mercury_ai/operations/m5_sprint61/live_clock_integrity.py: 101 [timedelta             ] -::classify_cycle | next_start = target + timedelta(minutes=5)
mercury_ai/operations/m5_sprint61/live_session61.py:  18 [timezone              ] -::- | from datetime import datetime, timezone, timedelta
mercury_ai/operations/m5_sprint61/live_session61.py:  23 [clock var             ] -::- | from mercury_ai.operations.m5_operational.clock import M5Clock
